chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
Ethereum,uniswap-v3,DAI-USDC,None,1193ef25-862b-43c1-a545-91bbb9678d30,True,no,multi,0.01%,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Ethereum,arrakis-finance,DAI-USDC,None,94c6fd56-9837-4202-9ece-db02a9ac1171,True,no,multi,,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Tron,justlend,USDC,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,fa2f8727-4234-4394-ae55-588d97307b34,True,no,single,,TEkxiTehnzSmSe2XqrBj4w32RUN966rdz8
Ethereum,uniswap-v3,DAI-USDC,None,26298be5-691a-42e6-817b-07f72e70cd4f,True,no,multi,0.05%,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Ethereum,arrakis-finance,DAI-USDC,None,2431aeec-d0b9-4e62-ab5e-ff8718ad45fc,True,no,multi,,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Ethereum,balancer,WSTETH-WETH,0xba100000625a3754423978a60c9317c58a424e3d,4cc5df76-f81d-49fe-9e1e-4caa6a8dad0b,False,no,multi,,"0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,makerdao,WSTETH,None,ccc467d1-bdf5-4062-81cd-7aed7dd9050b,False,no,single,WSTETH-B,None
Ethereum,curve,FRAX-FPI,0xD533a949740bb3306d119CC777fa900bA034cd52,b03c1486-fde6-4f75-a89a-068f9aa19d0f,True,no,multi,,"0x853d955aCEf822Db058eb8505911ED77F175b99e, 0x5Ca135cB8527d76e932f34B5145575F9d8cbE08E"
Ethereum,convex-finance,FRAX-FPI,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",b302f3bb-ceb3-4121-95a6-6bb1fdb42326,True,no,multi,,"0x853d955aCEf822Db058eb8505911ED77F175b99e, 0x5Ca135cB8527d76e932f34B5145575F9d8cbE08E"
Ethereum,convex-finance,CVX,0x62B9c7356A2Dc64a1969e19C23e4f579F9810Aa7,777032e6-e815-4f44-90b4-abb98f0f9632,False,no,single,,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B
Ethereum,balancer,BAL-WETH,None,30eedaf4-83f7-418b-985b-89478d4b90e6,False,yes,multi,,"0xba100000625a3754423978a60c9317c58a424e3d, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Tron,justlend,USDD,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,53b3663f-9096-49df-8787-f6ea3b6d0612,True,no,single,,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn
BSC,pancakeswap,CAKE-WBNB,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,32038bbe-b72d-49ab-aa17-37d61d44c579,False,yes,multi,,"0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
Ethereum,uniswap-v3,USDC-WETH,None,665dc8bc-c79d-4800-97f7-304bf368e547,False,yes,multi,0.05%,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
BSC,venus,BTCB,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,87c8ee0d-b812-47c1-803f-f91a3907079e,False,no,single,,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c
Ethereum,uniswap-v3,USDC-WETH,None,49717ee2-9808-4288-b76d-e658195b7979,False,yes,multi,0.3%,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,curve,USDT-WBTC-WETH,0xD533a949740bb3306d119CC777fa900bA034cd52,9e4dbe67-f5fc-4428-8e6f-93d464f40a0d,False,yes,multi,,"0xdAC17F958D2ee523a2206206994597C13D831ec7, 0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2"
BSC,alpaca-finance,BNB,None,392a0641-c3e2-460f-82a8-fabf02bddb96,False,no,single,,None
Ethereum,uniswap-v3,WBTC-WETH,None,c5599b3a-ea73-4017-a867-72eb971301d1,False,yes,multi,0.3%,"0x2260fac5e5542a773aa44fbcfedf7c193bc2c599, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,convex-finance,USDT-WBTC-WETH,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",ad3d7253-fb8f-402f-a6f8-821bc0a055cb,False,yes,multi,,"0xdAC17F958D2ee523a2206206994597C13D831ec7, 0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2"
BSC,pancakeswap,WBNB-BUSD,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,1ba6ccca-7122-47ce-854e-06883f9b2897,False,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
Tron,justlend,USDJ,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,22b4985a-d97b-40a4-ae97-37f9351a9d91,True,no,single,,TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT
Ethereum,makerdao,WETH,None,44c94cb2-8af3-4b7a-8cb5-0784ddcf3471,False,no,single,ETH-B,None
BSC,alpaca-finance,IBBNB,None,7e5c4afb-38fb-42ff-a033-19712c4e5911,False,no,single,,None
Avalanche,aave-v3,USDC,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,c4b05318-88af-4536-a834-f5fc8940d2d3,True,no,single,,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e
Ethereum,uniswap-v3,USDC-USDT,None,e737d721-f45c-40f0-9793-9f56261862b9,True,no,multi,0.01%,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Ethereum,makerdao,WBTC,None,4dab1166-614a-429a-831f-4af70fd29c7d,False,no,single,WBTC-C,None
Ethereum,morpho-aave,STETH,None,eab8d63d-8a8f-48cb-8027-583508831d24,False,no,single,,0xae7ab96520de3a18e5e111b5eaab095312d7fe84
Ethereum,aave-v2,AAVE,None,9dcf5fc8-ed89-404b-bd69-77fb2fea6a75,False,no,single,,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9
Solana,raydium,TURD-SOL,None,b10b59ce-b219-4892-b724-718c446a037e,False,yes,multi,,None
Ethereum,convex-finance,CVXCRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490",ef32dd3b-a03b-4f79-9b65-8420d7e04ad0,False,yes,single,,0xD533a949740bb3306d119CC777fa900bA034cd52
Ethereum,curve,MIM-3CRV,"0x090185f2135308BaD17527004364eBcC2D37e5F6, 0xD533a949740bb3306d119CC777fa900bA034cd52",fb6676ba-0a45-44c8-86f6-63956956ebe1,True,no,multi,,"0x99D8a9C45b2ecA8864373A26D1459e3Dff1e17F3, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Ethereum,uniswap-v3,WBTC-WETH,None,d59a5728-d391-4989-86f6-a94e11e0eb3b,False,yes,multi,0.05%,"0x2260fac5e5542a773aa44fbcfedf7c193bc2c599, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v3,FRAX-USDC,None,d371fc69-9a77-4336-a129-ec79c9548266,True,no,multi,0.05%,"0x853d955acef822db058eb8505911ed77f175b99e, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Ethereum,convex-finance,MIM-3CRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",8a20c472-142c-4442-b724-40f2183c073e,True,no,multi,,"0x99D8a9C45b2ecA8864373A26D1459e3Dff1e17F3, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Ethereum,makerdao,MATIC,None,dd1a7465-3151-430b-b4b7-939bc958ea52,False,no,single,MATIC-A,None
Ethereum,compound,USDT,0xc00e94cb662c3520282e6f5717214004a7f26888,57647093-2868-4e65-97ab-9cae8ec74e7d,True,no,single,,0xdAC17F958D2ee523a2206206994597C13D831ec7
Ethereum,uniswap-v3,USDC-USDM,None,c4be590f-5ea3-44da-b97e-e0de83b4d2f1,False,yes,multi,"0.05%, stablePool=false","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xbbaec992fc2d637151daf40451f160bf85f3c8c1"
BSC,pancakeswap,USDT-WBNB,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,a3878e88-0c9f-49ef-adbc-da5fe048192d,False,yes,multi,,"0x55d398326f99059fF775485246999027B3197955, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
Ethereum,compound-v3,WETH,None,072f6554-daa7-4708-80ba-371b896a89db,False,no,single,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2
Ethereum,aave-v2,USDT,None,60d657c9-5f63-4771-a85b-2cf8d507ec00,True,no,single,,0xdac17f958d2ee523a2206206994597c13d831ec7
Ethereum,compound-v3,USDC,0xc00e94Cb662C3520282E6f5717214004A7f26888,7da72d09-56ca-4ec5-a45f-59114353e487,True,no,single,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48
Defichain,defichain-dex,BTC-DFI,DFI,8911005c-3542-48e6-8f53-7f08a5ce96d8,False,yes,multi,,None
Ethereum,uniswap-v2,WISE-WETH,None,8ac917c6-12fa-49df-aa0b-ced2ebe54e91,False,yes,multi,,"0x66a0f676479cee1d7373f3dc2e2952778bff5bd6, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,USDC-WETH,None,702fff16-4bfa-4c1f-8c02-e0ea0f5ecde6,False,yes,multi,,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,euler,WSTETH,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,1e31049a-403b-4029-a662-4342e70c20b8,False,no,single,,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0
Cronos,tectonic,USDT,0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2,b37c26c3-848f-45f0-bd75-af97f1674a4d,True,no,single,,0x66e428c3f67a68878562e79A0234c1F83c208770
Ethereum,aura,WSTETH-WETH,"0xba100000625a3754423978a60c9317c58a424e3d, 0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",6429fd3b-af61-4e15-a4b4-34819fb8f4ea,False,no,multi,,"0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,makerdao,WBTC,None,bd335b46-3daf-4507-adb2-6fd4337ea33b,False,no,single,WBTC-A,None
BSC,ankr,ABNBC,None,76ce5019-2483-4d1b-ae06-01b890360045,False,no,single,,None
Ethereum,goldfinch,USDC,0xdab396cCF3d84Cf2D07C4454e10C8A6F5b008D2b,c89af47f-032a-4c59-bdc9-17a7f1514a3b,True,no,single,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
Ethereum,aave-v2,DAI,None,405d8dad-5c99-4c91-90d3-82813ade1ff1,True,no,single,,0x6b175474e89094c44da98b954eedeac495271d0f
Ethereum,yearn-finance,YVWETH,None,acb09b67-8509-4e2a-adb4-4ce520084714,False,no,single,,None
Ethereum,curve,DAI-USDC-USDT-SUSD,"0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F, 0xD533a949740bb3306d119CC777fa900bA034cd52",985b3a44-495f-4250-bde3-7b2299036e3e,True,no,multi,,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdAC17F958D2ee523a2206206994597C13D831ec7, 0x57Ab1ec28D129707052df4dF418D58a2D46d5f51"
BSC,helio-protocol,BNB,None,b4210a91-1140-4c3c-b69f-a20240d1596f,False,no,single,,None
Cronos,vvs-finance,USDT-USDC,0x2d03bece6747adc00e1a131bba1469c15fd11e03,13b0db7c-491b-47d5-a2fb-e5af0a17b1d1,True,no,multi,,"0x66e428c3f67a68878562e79a0234c1f83c208770, 0xc21223249ca28397b4b6541dffaecc539bff0c59"
Ethereum,balancer,BB-A-USDT-BB-A-USDC-BB-A-USD-BB-A-DAI,0xba100000625a3754423978a60c9317c58a424e3d,f0245f9a-ad22-4c9e-a4c8-984e4087fbbc,False,yes,multi,,"0x2f4eb100552ef93840d5adc30560e5513dfffacb, 0x82698aecc9e28e9bb27608bd52cf57f704bd1b83, 0xa13a9247ea42d743238089903570127dda72fe44, 0xae37d54ae477268b9997d4161b96b8200755935c"
BSC,pancakeswap,USDT-BUSD,,b6fa8f40-7e6b-414e-850d-807750249031,True,no,multi,,"0x55d398326f99059fF775485246999027B3197955, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
Ethereum,frax,FPI-FRAX,None,a61791ea-2886-4428-991c-7181d26a6062,True,no,multi,,"0x5Ca135cB8527d76e932f34B5145575F9d8cbE08E, 0x853d955aCEf822Db058eb8505911ED77F175b99e"
Waves,vires-finance,USDN,DSbbhLsSTeDg5Lsiufk2Aneh3DjVqJuPr2M9uU1gwy5p,c2114fbd-b853-48a3-92fc-a87deb842c90,True,no,single,,None
Ethereum,aave-v2,LINK,None,c74dbae9-076e-45e2-8d09-8349c538a110,False,no,single,,0x514910771af9ca656af840dff83e8264ecf986ca
Ethereum,compound-v3,WBTC,None,c1ca08e4-d618-415e-ad63-fcec58705469,False,no,single,,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599
Ethereum,ankr,AETHC,None,e201dbed-63fa-48e2-bfa2-f56e730167d2,False,no,single,,None
Kava,kava-mint,BUSD,None,93147bfc-e063-4674-a6ad-9e6762f7552b,True,no,single,busd-a,None
BSC,alpaca-finance,BUSD,None,5f2e32ac-fa1a-468f-98f5-ef5a8f5b07f3,True,no,single,,None
Ethereum,iron-bank,IBCHF,None,2f827be4-00e1-44e6-b3e3-491a8dfde269,False,no,single,,0x1CC481cE2BD2EC7Bf67d1Be64d4878b16078F309
BSC,alpaca-finance,IBBUSD,None,f0a283bc-55a2-4b09-bb85-28f7fde6f16d,True,no,single,,None
Ethereum,stargate,S*USDC,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,c24d9138-51aa-48f4-a445-7f33bf7bf5fb,True,no,single,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48
Cronos,tectonic,USDC,0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2,0c3c1b07-7c36-4fbb-8e71-226e02bf15c1,True,no,single,,0xc21223249CA28397B4B6541dfFaEcC539BfF0c59
Ethereum,curve,ALUSD-3CRV,"0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF, 0xD533a949740bb3306d119CC777fa900bA034cd52",fa1ea651-4d34-4672-837f-9dcd043319b9,True,no,multi,,"0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Ethereum,convex-finance,ALUSD-3CRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",f11aa021-e4c1-49f9-8004-9cf5625dedae,True,no,multi,,"0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Cronos,vvs-finance,VVS-WCRO,0x2d03bece6747adc00e1a131bba1469c15fd11e03,2fca7a84-651c-440a-beb3-eced492a7bea,False,yes,multi,,"0x2d03bece6747adc00e1a131bba1469c15fd11e03, 0x5c7f8a570d578ed84e63fdfa7b1ee72deae1ae23"
Ethereum,convex-finance,DAI-USDC-USDT-SUSD,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b, 0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F",45f74ed5-5832-4d6d-8f2c-2929b6ac5e9c,True,no,multi,,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdAC17F958D2ee523a2206206994597C13D831ec7, 0x57Ab1ec28D129707052df4dF418D58a2D46d5f51"
BSC,pancakeswap,USDC-BUSD,,c8d78e85-0c89-4c1e-9903-ee0eb52c670a,True,no,multi,,"0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
BSC,alpaca-finance,BNB-USDT,None,0cefd193-63ba-4afc-adf0-f34172cd02f2,False,yes,multi,PancakeSwap,None
Ethereum,morpho-aave,WETH,None,7be52986-18c2-450f-b74b-d65fb1205bbf,False,no,single,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Ethereum,curve,ETH-FRXETH,,1158e728-ec4c-44e4-9345-0eb326862516,False,no,multi,,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE, 0x5E8422345238F34275888049021821E8E08CAa1f"
Ethereum,lusd-chickenbonds,BLUSD,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,c8cb2a39-572c-4881-8a44-d456724b3188,True,no,single,"Rebonding bLUSD strategy continuously performs the following steps: create an LUSD bond, claim it at the optimum rebond time, sell the acquired bLUSD back to LUSD, and then bond again.","0x5f98805A4E8be255a32880FDeC7F6728C6568bA0, 0xB9D7DdDca9a4AC480991865EfEf82E01273F79C3"
Polygon,aave-v2,WETH,None,77487d28-2994-43c3-92f2-7d62df787b70,False,no,single,,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
Ethereum,yearn-finance,YVCURVE-STETH,None,5fcc8e44-3cda-43e4-9fdd-41e8e110b703,False,yes,multi,,None
Ethereum,curve,LUSD-3CRV,"0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D, 0xD533a949740bb3306d119CC777fa900bA034cd52",836e7def-cb99-46f6-8e22-1056a81e4040,True,no,multi,,"0x5f98805A4E8be255a32880FDeC7F6728C6568bA0, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
BSC,alpaca-finance,USDT,None,03ded5d7-ded8-49b6-bd3c-2f48c30923be,True,no,single,,None
Ethereum,uniswap-v3,WETH-USDT,None,fc9f488e-8183-416f-a61e-4e5c571d4395,False,yes,multi,0.3%,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Ethereum,convex-finance,DAI-USDC-USDT,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",7394f1bc-840a-4ff0-9e87-5e0ef932943a,True,no,multi,,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdAC17F958D2ee523a2206206994597C13D831ec7"
Ethereum,curve,FXS-CVXFXS,0xD533a949740bb3306d119CC777fa900bA034cd52,deb4dac6-3d01-4d1a-8d9a-47678d446033,False,yes,multi,,"0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0, 0xFEEf77d3f69374f66429C91d732A244f074bdf74"
Optimism,aave-v3,USDC,None,24762515-822a-46af-927c-77a1dc449bd0,True,no,single,,0x7f5c764cbc14f9669b88837ca1490cca17c31607
Ethereum,convex-finance,FXS-CVXFXS,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b, 0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B, 0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0",919bf4d2-3129-475a-8914-4e3f02d8574e,False,yes,multi,,"0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0, 0xFEEf77d3f69374f66429C91d732A244f074bdf74"
Avalanche,gmx,GLP,0x62edc0692BD897D2295872a9FFCac5425011c661,6a3ddb91-0638-4454-97c1-86dc6d59f32c,False,yes,single,,0x01234181085565ed162a948b6a5e88758CD7c7b8
BSC,venus,ETH,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,de8928ad-d03a-423d-92d7-3c4648e3ffd2,False,no,single,,0x2170Ed0880ac9A755fd29B2688956BD959F933F8
Cronos,ferro,USDC-USDT,0x39bC1e38c842C60775Ce37566D03B41A7A66C782,922160ef-a03f-42dc-9a5e-8a202b8c28b3,True,no,multi,2FER,"0xc21223249ca28397b4b6541dffaecc539bff0c59, 0x66e428c3f67a68878562e79A0234c1F83c208770"
BSC,venus,BUSD,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,483533e6-3112-44a1-beae-7cae023065a6,True,no,single,,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Osmosis,osmosis,ATOM-OSMO,None,4ced8c2d-67c4-4555-b025-be49c110ca58,False,yes,multi,14day,None
Osmosis,osmosis,ATOM-OSMO,None,96a3a6f8-cb13-4803-ba76-7d9fbee24f7c,False,yes,multi,7day,None
Osmosis,osmosis,ATOM-OSMO,None,f95b5e6e-6343-4bb6-9c07-390989011cce,False,yes,multi,1day,None
BSC,alpaca-finance,IBUSDT,None,8e7f84d9-7ee8-4c40-8c45-e622b16d3c4f,True,no,single,,None
Ethereum,origin-dollar,OUSD,None,529258ee-9b27-4fcf-a32c-b82abb3fda68,True,no,single,,"0xdac17f958d2ee523a2206206994597c13d831ec7, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0x6b175474e89094c44da98b954eedeac495271d0f"
Elrond,maiar-exchange,WEGLD-MEX,MEX-455c57,26542660-abf6-4e31-95f7-7e5bb54c66de,False,yes,multi,,"WEGLD-bd4d79, MEX-455c57"
BSC,pancakeswap,BTCB-BUSD,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0b2fde3f-330e-47e3-843e-244a96c50746,False,yes,multi,,"0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
Ethereum,fraxlend,CRV,None,77558d02-985c-4e63-a200-7c10e87fa2ab,False,no,single,,None
Ethereum,yearn-finance,YVDAI,None,7be3388a-0591-4281-a6f3-eff3217693fa,True,no,single,,None
BSC,venus,USDT,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,9f3a6015-5045-4471-ba65-ad3dc7c38269,True,no,single,,0x55d398326f99059fF775485246999027B3197955
Fantom,geist-finance,USDC,0xd8321aa83fb0a4ecd6348d4577431310a6e0814d,453918cb-c982-4bcb-be51-5bc0065fe2e0,True,no,single,,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75
Ethereum,looksrare,LOOKS,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 0xf4d2888d29D722226FafA5d9B24F9164c092421E",040bed9b-d848-4359-84d0-5b3e2ef00f74,False,no,single,Standard Staking,0xf4d2888d29D722226FafA5d9B24F9164c092421E
Ethereum,morpho-compound,USDC,0xc00e94cb662c3520282e6f5717214004a7f26888,b718e8ee-c749-4152-9f3d-e3f9ff2da564,True,no,single,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
Ethereum,stargate,S*USDT,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,ab8a1d61-fd57-4ebf-b926-7c9da9028f0f,True,no,single,,0xdAC17F958D2ee523a2206206994597C13D831ec7
Ethereum,iron-bank,IBEUR,None,db2e54c6-004a-478d-9797-5ebb9248470a,True,no,single,,0x96E61422b6A9bA0e068B6c5ADd4fFaBC6a4aae27
Ethereum,balancer,RETH-WETH,0xba100000625a3754423978a60c9317c58a424e3d,42c02674-f7a2-4cb0-be3d-ade268838770,False,no,multi,,"0xae78736cd615f374d3085123a210448e74fc6393, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,balancer,WMATIC-STMATIC-B-STMATIC-STABLE,"0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3, 0xc3c7d422809852031b44ab29eec9f1eff2a58756",2e626dc6-0078-4ea6-932e-eabae386ddeb,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4, 0x8159462d255c1d24915cb51ec361f700174cd994"
Polygon,lido,STMATIC,None,bf3a7f07-80a0-4d5b-a311-b0f06f650f83,False,no,single,,None
Ethereum,curve,OUSD-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,4fcac035-f39c-4238-bc87-4c4cfe0b3092,True,no,multi,,"0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Ethereum,convex-finance,OUSD-3CRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",9e038028-8f56-449f-8410-64683f0c086b,True,no,multi,,"0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
BSC,pancakeswap,ETH-WBNB,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,f6b2ec4d-e94f-4c7b-b7a1-303de1428b57,False,yes,multi,,"0x2170Ed0880ac9A755fd29B2688956BD959F933F8, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
Ethereum,curve,USDD-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,48d31522-6ddf-45b4-8d04-51a0fff4da1a,True,no,multi,,"0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Ethereum,morpho-aave,USDC,None,325ad2d6-70b1-48d7-a557-c2c99a036f87,True,no,single,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
Ethereum,looksrare,LOOKS,0xf4d2888d29D722226FafA5d9B24F9164c092421E,134bd90b-be1b-496d-9fea-8b8a50fc8dbf,False,no,single,LOOKS Compounder,0xf4d2888d29D722226FafA5d9B24F9164c092421E
Ethereum,curve,USDC-EURS,0xD533a949740bb3306d119CC777fa900bA034cd52,4dbfda50-4474-4ef1-9f59-b5cf5ad7413c,True,yes,multi,,"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdB25f211AB05b1c97D595516F45794528a807ad8"
Ethereum,convex-finance,USDC-EURS,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",efa8dc4f-03df-4633-95bf-db188292d9a3,True,yes,multi,,"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdB25f211AB05b1c97D595516F45794528a807ad8"
Ethereum,instadapp,ETH,None,9df5043c-ec4a-4362-b1c4-e7e3137d8645,False,no,single,,None
